ID,Title,Difficulty,Tags,Link
1367,Linked List in Binary Tree,Medium,"Linked List, Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/linked-list-in-binary-tree/
1368,Minimum Cost to Make at Least One Valid Path in a Grid,Hard,"Array, Breadth-First Search, Graph, Heap (Priority Queue), Matrix, Shortest Path",https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid/
1369,Get the Second Most Recent Activity,Hard,Database,https://leetcode.com/problems/get-the-second-most-recent-activity/
1370,Increasing Decreasing String,Easy,"Hash Table, String, Counting",https://leetcode.com/problems/increasing-decreasing-string/
1371,Find the Longest Substring Containing Vowels in Even Counts,Medium,"Hash Table, String, Bit Manipulation, Prefix Sum",https://leetcode.com/problems/find-the-longest-substring-containing-vowels-in-even-counts/
1372,Longest ZigZag Path in a Binary Tree,Medium,"Dynamic Programming, Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree/
1373,Maximum Sum BST in Binary Tree,Hard,"Dynamic Programming, Tree, Depth-First Search, Binary Search Tree, Binary Tree",https://leetcode.com/problems/maximum-sum-bst-in-binary-tree/
1374,Generate a String With Characters That Have Odd Counts,Easy,String,https://leetcode.com/problems/generate-a-string-with-characters-that-have-odd-counts/
1375,Number of Times Binary String Is Prefix-Aligned,Medium,Array,https://leetcode.com/problems/number-of-times-binary-string-is-prefix-aligned/
1376,Time Needed to Inform All Employees,Medium,"Tree, Depth-First Search, Breadth-First Search",https://leetcode.com/problems/time-needed-to-inform-all-employees/
1377,Frog Position After T Seconds,Hard,"Tree, Depth-First Search, Breadth-First Search, Graph",https://leetcode.com/problems/frog-position-after-t-seconds/
1378,Replace Employee ID With The Unique Identifier,Easy,Database,https://leetcode.com/problems/replace-employee-id-with-the-unique-identifier/
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,Easy,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree/
1380,Lucky Numbers in a Matrix,Easy,"Array, Matrix",https://leetcode.com/problems/lucky-numbers-in-a-matrix/
1381,Design a Stack With Increment Operation,Medium,"Array, Stack, Design",https://leetcode.com/problems/design-a-stack-with-increment-operation/
1382,Balance a Binary Search Tree,Medium,"Divide and Conquer, Greedy, Tree, Depth-First Search, Binary Search Tree, Binary Tree",https://leetcode.com/problems/balance-a-binary-search-tree/
1383,Maximum Performance of a Team,Hard,"Array, Greedy, Sorting, Heap (Priority Queue)",https://leetcode.com/problems/maximum-performance-of-a-team/
1384,Total Sales Amount by Year,Hard,Database,https://leetcode.com/problems/total-sales-amount-by-year/
1385,Find the Distance Value Between Two Arrays,Easy,"Array, Two Pointers, Binary Search, Sorting",https://leetcode.com/problems/find-the-distance-value-between-two-arrays/
1386,Cinema Seat Allocation,Medium,"Array, Hash Table, Greedy, Bit Manipulation",https://leetcode.com/problems/cinema-seat-allocation/
1387,Sort Integers by The Power Value,Medium,"Dynamic Programming, Memoization, Sorting",https://leetcode.com/problems/sort-integers-by-the-power-value/
1388,Pizza With 3n Slices,Hard,"Array, Dynamic Programming, Greedy, Heap (Priority Queue)",https://leetcode.com/problems/pizza-with-3n-slices/
1389,Create Target Array in the Given Order,Easy,"Array, Simulation",https://leetcode.com/problems/create-target-array-in-the-given-order/
1390,Four Divisors,Medium,"Array, Math",https://leetcode.com/problems/four-divisors/
1391,Check if There is a Valid Path in a Grid,Medium,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix",https://leetcode.com/problems/check-if-there-is-a-valid-path-in-a-grid/
1392,Longest Happy Prefix,Hard,"String, Rolling Hash, String Matching, Hash Function",https://leetcode.com/problems/longest-happy-prefix/
1393,Capital Gain/Loss,Medium,Database,https://leetcode.com/problems/capital-gainloss/
1394,Find Lucky Integer in an Array,Easy,"Array, Hash Table, Counting",https://leetcode.com/problems/find-lucky-integer-in-an-array/
1395,Count Number of Teams,Medium,"Array, Dynamic Programming, Binary Indexed Tree, Segment Tree",https://leetcode.com/problems/count-number-of-teams/
1396,Design Underground System,Medium,"Hash Table, String, Design",https://leetcode.com/problems/design-underground-system/
1397,Find All Good Strings,Hard,"String, Dynamic Programming, String Matching",https://leetcode.com/problems/find-all-good-strings/
1398,Customers Who Bought Products A and B but Not C,Medium,Database,https://leetcode.com/problems/customers-who-bought-products-a-and-b-but-not-c/
1399,Count Largest Group,Easy,"Hash Table, Math",https://leetcode.com/problems/count-largest-group/
1400,Construct K Palindrome Strings,Medium,"Hash Table, String, Greedy, Counting",https://leetcode.com/problems/construct-k-palindrome-strings/
1401,Circle and Rectangle Overlapping,Medium,"Math, Geometry",https://leetcode.com/problems/circle-and-rectangle-overlapping/
1402,Reducing Dishes,Hard,"Array, Dynamic Programming, Greedy, Sorting",https://leetcode.com/problems/reducing-dishes/
1403,Minimum Subsequence in Non-Increasing Order,Easy,"Array, Greedy, Sorting",https://leetcode.com/problems/minimum-subsequence-in-non-increasing-order/
1404,Number of Steps to Reduce a Number in Binary Representation to One,Medium,"String, Bit Manipulation, Simulation",https://leetcode.com/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one/
1405,Longest Happy String,Medium,"String, Greedy, Heap (Priority Queue)",https://leetcode.com/problems/longest-happy-string/
1406,Stone Game III,Hard,"Array, Math, Dynamic Programming, Game Theory",https://leetcode.com/problems/stone-game-iii/
1407,Top Travellers,Easy,Database,https://leetcode.com/problems/top-travellers/
1408,String Matching in an Array,Easy,"Array, String, String Matching",https://leetcode.com/problems/string-matching-in-an-array/
1409,Queries on a Permutation With Key,Medium,"Array, Binary Indexed Tree, Simulation",https://leetcode.com/problems/queries-on-a-permutation-with-key/
1410,HTML Entity Parser,Medium,"Hash Table, String",https://leetcode.com/problems/html-entity-parser/
1411,Number of Ways to Paint N × 3 Grid,Hard,Dynamic Programming,https://leetcode.com/problems/number-of-ways-to-paint-n-3-grid/
1412,Find the Quiet Students in All Exams,Hard,Database,https://leetcode.com/problems/find-the-quiet-students-in-all-exams/
1413,Minimum Value to Get Positive Step by Step Sum,Easy,"Array, Prefix Sum",https://leetcode.com/problems/minimum-value-to-get-positive-step-by-step-sum/
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,Medium,"Math, Greedy",https://leetcode.com/problems/find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k/
1415,The k-th Lexicographical String of All Happy Strings of Length n,Medium,"String, Backtracking",https://leetcode.com/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n/
1416,Restore The Array,Hard,"String, Dynamic Programming",https://leetcode.com/problems/restore-the-array/
1417,Reformat The String,Easy,String,https://leetcode.com/problems/reformat-the-string/
1418,Display Table of Food Orders in a Restaurant,Medium,"Array, Hash Table, String, Sorting, Ordered Set",https://leetcode.com/problems/display-table-of-food-orders-in-a-restaurant/
1419,Minimum Number of Frogs Croaking,Medium,"String, Counting",https://leetcode.com/problems/minimum-number-of-frogs-croaking/
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,Hard,"Dynamic Programming, Prefix Sum",https://leetcode.com/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons/
1421,NPV Queries,Easy,Database,https://leetcode.com/problems/npv-queries/
1422,Maximum Score After Splitting a String,Easy,"String, Prefix Sum",https://leetcode.com/problems/maximum-score-after-splitting-a-string/
1423,Maximum Points You Can Obtain from Cards,Medium,"Array, Sliding Window, Prefix Sum",https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/
1424,Diagonal Traverse II,Medium,"Array, Sorting, Heap (Priority Queue)",https://leetcode.com/problems/diagonal-traverse-ii/
1425,Constrained Subsequence Sum,Hard,"Array, Dynamic Programming, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue",https://leetcode.com/problems/constrained-subsequence-sum/
1426,Counting Elements,Easy,"Array, Hash Table",https://leetcode.com/problems/counting-elements/
1427,Perform String Shifts,Easy,"Array, Math, String",https://leetcode.com/problems/perform-string-shifts/
1428,Leftmost Column with at Least a One,Medium,"Array, Binary Search, Matrix, Interactive",https://leetcode.com/problems/leftmost-column-with-at-least-a-one/
1429,First Unique Number,Medium,"Array, Hash Table, Design, Queue, Data Stream",https://leetcode.com/problems/first-unique-number/
1430,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree/
1431,Kids With the Greatest Number of Candies,Easy,Array,https://leetcode.com/problems/kids-with-the-greatest-number-of-candies/
1432,Max Difference You Can Get From Changing an Integer,Medium,"Math, Greedy",https://leetcode.com/problems/max-difference-you-can-get-from-changing-an-integer/
1433,Check If a String Can Break Another String,Medium,"String, Greedy, Sorting",https://leetcode.com/problems/check-if-a-string-can-break-another-string/
1434,Number of Ways to Wear Different Hats to Each Other,Hard,"Array, Dynamic Programming, Bit Manipulation, Bitmask",https://leetcode.com/problems/number-of-ways-to-wear-different-hats-to-each-other/
1435,Create a Session Bar Chart,Easy,Database,https://leetcode.com/problems/create-a-session-bar-chart/
1436,Destination City,Easy,"Array, Hash Table, String",https://leetcode.com/problems/destination-city/
1437,Check If All 1's Are at Least Length K Places Away,Easy,Array,https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away/
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,Medium,"Array, Queue, Sliding Window, Heap (Priority Queue), Ordered Set, Monotonic Queue",https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit/
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,Hard,"Array, Binary Search, Heap (Priority Queue), Matrix",https://leetcode.com/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows/
1440,Evaluate Boolean Expression,Medium,Database,https://leetcode.com/problems/evaluate-boolean-expression/
1441,Build an Array With Stack Operations,Medium,"Array, Stack, Simulation",https://leetcode.com/problems/build-an-array-with-stack-operations/
1442,Count Triplets That Can Form Two Arrays of Equal XOR,Medium,"Array, Hash Table, Math, Bit Manipulation, Prefix Sum",https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor/
1443,Minimum Time to Collect All Apples in a Tree,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search",https://leetcode.com/problems/minimum-time-to-collect-all-apples-in-a-tree/
1444,Number of Ways of Cutting a Pizza,Hard,"Array, Dynamic Programming, Memoization, Matrix, Prefix Sum",https://leetcode.com/problems/number-of-ways-of-cutting-a-pizza/
1445,Apples & Oranges,Medium,Database,https://leetcode.com/problems/apples-oranges/
1446,Consecutive Characters,Easy,String,https://leetcode.com/problems/consecutive-characters/
1447,Simplified Fractions,Medium,"Math, String, Number Theory",https://leetcode.com/problems/simplified-fractions/
1448,Count Good Nodes in Binary Tree,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/count-good-nodes-in-binary-tree/
1449,Form Largest Integer With Digits That Add up to Target,Hard,"Array, Dynamic Programming",https://leetcode.com/problems/form-largest-integer-with-digits-that-add-up-to-target/
1450,Number of Students Doing Homework at a Given Time,Easy,Array,https://leetcode.com/problems/number-of-students-doing-homework-at-a-given-time/
1451,Rearrange Words in a Sentence,Medium,"String, Sorting",https://leetcode.com/problems/rearrange-words-in-a-sentence/
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,Medium,"Array, Hash Table, String",https://leetcode.com/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list/
1453,Maximum Number of Darts Inside of a Circular Dartboard,Hard,"Array, Math, Geometry",https://leetcode.com/problems/maximum-number-of-darts-inside-of-a-circular-dartboard/
1454,Active Users,Medium,Database,https://leetcode.com/problems/active-users/
1455,Check If a Word Occurs As a Prefix of Any Word in a Sentence,Easy,"Two Pointers, String, String Matching",https://leetcode.com/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence/
1456,Maximum Number of Vowels in a Substring of Given Length,Medium,"String, Sliding Window",https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length/
1457,Pseudo-Palindromic Paths in a Binary Tree,Medium,"Bit Manipulation, Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree/
1458,Max Dot Product of Two Subsequences,Hard,"Array, Dynamic Programming",https://leetcode.com/problems/max-dot-product-of-two-subsequences/
1459,Rectangles Area,Medium,Database,https://leetcode.com/problems/rectangles-area/
1460,Make Two Arrays Equal by Reversing Subarrays,Easy,"Array, Hash Table, Sorting",https://leetcode.com/problems/make-two-arrays-equal-by-reversing-subarrays/
